X,Y,OBJECTID,TYPE,SUBTYPE,SCHEDULE,NAME,WORKFLOWID
174.695614,-36.595319,2520,,0,2499,Red Flowering Gum,
174.727577,-36.787199,1095,,0,1366,Kahikatea,
174.665149,-36.40465,1096,,0,2439,Pohutukawa,
174.664297,-36.92178,2521,,0,1827,Kahikatea Grove,
174.732841,-36.39939,1097,,0,2484,Pohutukawa,
174.74935,-36.818961,2522,,0,1247,2 Pohutukawa,
174.701545,-36.899094,1098,,0,354,Pohutukawa,
174.771897,-36.878029,1099,,0,220,Beech (Black),
174.858175,-36.971228,2523,,0,1505,1x Phoenix Palm and 1x Irish Strawberry,
174.761159,-36.890605,1100,,0,895,Pohutukawa,
174.859584,-36.970417,2524,,0,1506,3x Phoenix Palm,
174.710972,-36.889233,1101,,0,976,Norfolk Island Pine,
174.751055,-36.775145,2525,,0,1050,Himalayan Cedar,
174.788709,-36.915074,1102,,0,560,"English Oak (6), Titoki, Walnut, Totara, Puriri (3)",
174.697502,-36.928464,2526,,0,776,"Puriri (2), English Oak",
174.779352,-36.914458,1103,,0,512,Puriri,
174.950495,-37.067064,1104,,0,2232,"Rhodondrons, Kauri",
174.794559,-36.874719,2527,,0,954,"Norfolk Island Pine, Pohutukawa",
174.806674,-36.820865,1105,,0,1030,2 Pohutukawa,
174.784289,-36.817801,2528,,0,1252,Horse Chestnut,
174.787888,-36.91437,2529,,0,547,"Totara, Kauri
",
174.742023,-36.795019,1106,,0,1265,All trees,
174.837002,-36.852114,2530,,0,166,English Oak,
174.776178,-36.895442,1107,,0,381,Jacaranda,
174.862419,-36.977176,1108,,0,1624,1x Liquidambar,
174.791326,-36.890803,2531,,0,325,Puriri,
174.7434,-36.817675,1109,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.802621,-36.886168,2532,,0,339,Totara,
174.934249,-37.054933,1110,,0,2253,Rimu,
174.639481,-36.861416,1111,,0,1825,Kauri,
174.788422,-36.896056,2533,,0,403,Taraire (23),
174.799294,-36.830649,1112,,0,1068,"Jacaranda, 2 Pepper Tree, Walnut Tree",
174.715179,-36.612916,2534,,0,2538,Pohutukawa,
174.872064,-36.972533,1113,,0,1714,English Oak,
174.665825,-36.406498,2535,,0,2435,Totara,
174.69745,-36.587874,1114,,0,2302,Norfolk Pine,
174.732861,-36.845485,2536,,0,60,American Ash,
174.811912,-36.893181,1115,,0,459,Swamp Cypress,
174.843795,-36.927844,2537,,0,639,Pohutukawa,
174.762729,-36.786638,1116,,0,1198,Pohutukawa,
174.68922,-36.574777,1117,,0,2640,6 x Pohutukawa,
174.789599,-36.850584,2538,,0,88,"Pohutukawa, Macrocarpa, English Oak
",
174.746255,-36.812358,1118,,0,1065,Pohutukawa,
174.783319,-36.882937,2539,,0,321,Kauri,
174.456645,-36.679745,1119,,0,2581,Coral/Flame,
174.743437,-36.792759,2540,,0,1101,All native species more than 3.5 metres in height or more than 0.5 metres in circumference mea,
174.778167,-36.791023,1120,,0,1283,6 Pohutukawa,
174.687239,-36.607485,1121,,0,2519,Rimu,
174.89612,-37.020065,2541,,0,1478,2x Phoenix Palm and 1x Oak,
174.818028,-36.857052,1122,,0,705,Pohutukawa,
174.787724,-36.799159,1123,,0,1205,"2 Pohutukawa, 2 Norfolk Island Pine",
174.738287,-36.803894,1124,,0,1162,Native Bush,
174.747476,-36.816189,2542,,0,1369,Totara,
174.780626,-36.908844,1125,,0,936,Rimu,
174.836774,-36.859702,1126,,0,165,Norfolk Island Pine (2),
174.742199,-36.839837,2543,,0,870,Pohutukawa,
174.897338,-37.01347,1127,,0,1775,Group of Native Trees,
174.752408,-36.773119,2544,,0,1109,English Oak,
174.863998,-36.869713,1128,,0,240,Moreton Bay Fig,
174.752122,-36.811445,1129,,0,1154,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.799028,-36.863024,2545,,0,874,English Oak,
174.775424,-36.77936,1130,,0,1237,2 English Oak,
174.898848,-37.009832,2546,,0,1696,Stand of Totara Trees,
174.788862,-36.850937,1131,,0,798,Pohutukawa (2),
174.894427,-37.016579,2547,,0,1707,Group of Native Trees,
174.803981,-36.87363,1132,,0,233,Canary Island Pine,
174.809714,-36.873572,2548,,0,863,Pohutukawa (2),
174.899515,-37.01102,1133,,0,1698,Group of Native Trees,
174.790625,-36.871134,1134,,0,880,Kauri,
174.718242,-36.88928,2549,,0,740,Pohutukawa,
174.9319,-36.909041,1135,,0,1552,1x Phoenix Palm,
174.604839,-37.011888,1136,,0,1865,Pohutukawa,
174.786635,-36.817842,2550,,0,1249,1 Pohutukawa,
174.693374,-36.602359,1137,,0,2556,Pohutukawa,
174.761451,-36.873186,2551,,0,192,"Karaka (3), Puriri (2), Atlas Cedar 
",
174.692456,-36.723223,1138,,0,1381,3 California Redwood,
174.74761,-36.823447,2552,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.742655,-36.792085,1139,,0,1101,All native species more than 3.5 metres in height or more than 0.5 metres in circumference mea,
174.766545,-36.900825,2553,,0,823,Karaka,
174.736724,-36.860711,1140,,0,114,Kowhai,
174.720664,-36.613848,1141,,0,2309,Norfolk Pine,
174.737638,-36.803304,2554,,0,1163,Native Bush,
174.785373,-36.914313,1142,,0,789,Puriri,
174.727772,-37.252842,2555,,0,2160,Magnolia Tree,
174.695537,-36.875177,1143,,0,938,Pohutukawa,
174.769943,-36.884253,1144,,0,816,Totara,
174.79805,-36.813005,2556,,0,1149,2 Norfolk Island Pine,
174.80969,-36.828697,1145,,0,1194,Norfolk Island Pine,
174.77709,-36.89918,2557,,0,368,Pohutukawa,
174.759983,-36.874461,1146,,0,974,Pohutukawa x 3,
174.737296,-36.808302,2558,,0,1137,Monterey Cypress,
174.787588,-36.859287,1147,,0,153,Pohutukawa,
174.7755,-36.904412,1148,,0,378,Puriri,
174.994551,-36.987273,2559,,0,1788,Totara and Pin Oak,
174.697403,-36.92829,1149,,0,777,"Rimu, Totara",
174.7387,-36.812352,2560,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.727872,-37.249345,1150,,0,2149,Totara Trees,
174.565747,-36.916722,2561,,0,1852,Kauri grove,
174.771088,-36.917348,1151,,0,531,"Totara, Holly, Pohutukawa",
174.699109,-36.768595,2562,,0,1421,Rata Hybrid,
174.801599,-36.826972,1152,,0,1081,Jacaranda,
174.768006,-36.776104,1153,,0,1386,Karaka (grove),
174.677823,-36.918581,2563,,0,1892,Pohutukawa,
174.904491,-37.012578,1154,,0,1773,Group of Native Trees,
175.031138,-36.998276,2564,,0,1572,"Rimu (4), Matai (25), Titoki (195), Kahikatea (29), Totara (2), English Oak, Rewarewa (14) Kar",
174.690225,-36.742717,1155,,0,1020,"Magnolia, English Oak, American Tulip, White Sapote, Pecan Nut, Silky Oak, Idesia",
174.775828,-36.785995,1156,,0,1397,13 Pohutukawa,
174.798693,-37.22026,2565,,0,2159,Oak Trees,
174.804116,-36.818281,1157,,0,1032,Liquidambar,
174.449581,-36.680991,2566,,0,2584,"Pohutukawa, Totara",
174.771991,-36.914928,2567,,0,521,Totara,
174.857072,-36.98006,1158,,0,1508,1x Oak,
174.762404,-36.899451,1159,,0,961,Pohutukawa,
174.862845,-36.902366,2568,,0,484,Puriri,
174.761815,-36.900084,1160,,0,962,Pohutukawa,
174.841599,-36.968548,1161,,0,1521,Various native and exotic trees,
174.631635,-36.908372,2569,,0,1850,English Oak,
174.846557,-36.909617,1162,,0,594,Puriri,
174.904781,-37.018058,2570,,0,1723,Group of Native Trees,
174.749347,-36.825761,1163,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.736537,-36.801427,1164,,0,1325,Pohutukawa,
174.800476,-36.880578,2571,,0,334,Titoki,
174.813417,-36.896763,1165,,0,446,Totara,
174.740415,-36.802177,2572,,0,1319,"English Oak, Canary Island Date Palm, Pohutukawa",
175.041823,-36.988616,1166,,0,1575,1x Plane Tree,
174.764564,-36.8805,2573,,0,274,"Macrocarpa, Puriri
",
174.449811,-36.678257,1167,,0,2525,Norfolk Island Pine,
174.562765,-36.930066,1168,,0,1855,Kawaka,
174.705102,-36.865664,2574,,0,103,Norfolk Island Pine,
174.768664,-36.87351,1169,,0,724,Pohutukawa,
174.855452,-36.902288,2575,,0,490,Pohutukawa (8),
174.52549,-36.287958,1170,,0,2368,Pohutukawa,
174.80611,-36.82406,1171,,0,1387,"Fine Leaf Italian Cypress, puriri",
174.779408,-36.800095,2576,,0,1256,Bead Tree,
174.75052,-36.882679,1172,,0,925,Kauri,
174.768444,-36.869491,2577,,0,215,Puriri and Common Oak,
174.745276,-36.435831,1173,,0,2404,Puriri,
174.653442,-36.40617,2578,,0,2456,Grevillea,
174.857489,-36.972113,1174,,0,1502,1x Poplar,
174.747601,-36.823839,1175,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.746161,-36.639735,2579,,0,2569,Pohutukawa,
174.775137,-36.779603,1176,,0,1261,Maidenhair Tree,
174.799007,-36.907258,2580,,0,577,Puriri,
174.662737,-36.403278,1177,,0,2410,Pohutukawa,
174.760878,-36.882927,2581,,0,957,Nikau,
174.665599,-36.400444,1178,,0,2382,Oak,
174.719737,-36.780516,1179,,0,1385,3 London Plane Tree,
174.494068,-36.616218,2582,,0,2343,"Phoenix Palm
Italian Cypress, Pencil Pine, Phoenix Palm",
174.651517,-36.933398,1180,,0,1871,Kauris,
174.904542,-37.196515,2583,,0,2178,English Oak,
174.65148,-36.934471,1181,,0,1871,Kauris,
174.858638,-36.96388,1182,,0,1679,Norfolk Island Pine (2),
174.433157,-36.657632,2584,,0,2329,Norfolk Pine,
174.639313,-36.909179,1183,,0,1820,"Rimu, Kauri, Totara",
174.745644,-36.818172,2585,,0,1313,Kentia Palm,
174.471402,-36.954267,2586,,0,1792,Macrocarpa,
174.738632,-36.812195,1184,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.743584,-36.817817,1185,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.746416,-36.817705,2587,,0,1341,"Totara, pohutukawa",
174.902529,-37.015257,1186,,0,1473,2x Groups of Elegans Japanese Cedar,
174.786806,-36.866167,2588,,0,222,Redwood,
174.777904,-36.916852,1187,,0,534,Kauri,
175.032153,-37.004816,2589,,0,1600,1x Totara,
174.771699,-36.771587,1188,,0,1264,Pohutukawa,
174.772208,-36.887529,1189,,0,984,Kahikatea,
174.749471,-36.855186,2590,,0,132,Puriri (3),
174.738514,-36.811881,1190,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.696487,-36.595302,2591,,0,2292,Flowering Gum,
174.943407,-37.075833,1191,,0,2217,"Native group containing Kahikatea, Rimu, Miro, Titoki, Kauri and Totara",
174.898643,-37.017836,1192,,0,1708,Group of Native Trees,
174.81322,-36.890984,2592,,0,342,Pohutukawa,
174.862759,-37.049,1193,,0,1754,1x English Oak,
174.762438,-36.894576,2593,,0,769,"Kauri, Totara, Pohutukawa",
174.798861,-36.877908,1194,,0,726,Pohutukawa,
174.944796,-37.074201,1195,,0,2245,"Native group containing Rimu, Taraire, Puriri, Rewarewa",
174.767484,-36.77567,1196,,0,1386,Karaka (grove),
174.793092,-36.904769,2594,,0,417,Pohutukawa,
174.709102,-36.606094,1197,,0,2304,Phoenix Palm,
174.726863,-36.815895,2595,,0,1177,"Kauri (18), Eucalyptus",
174.738431,-36.811734,1198,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.770034,-36.783551,1199,,0,1223,3 Pohutukawa,
174.744429,-36.816928,2596,,0,1092,4 English Oak,
174.860943,-36.904656,1200,,0,482,Variegated Pohutukawa,
175.030276,-37.005492,2597,,0,1599,"Pin Oak (2), English Oak, Totara, Kahikatea (2)",
174.774654,-36.888401,1201,,0,755,Kauri,
174.808875,-36.290693,1202,,0,2371,Kauri,
174.743198,-36.85537,2598,,0,780,Pohutukawa,
174.738196,-36.813526,1203,,0,1358,6 Pohutukawa,
174.900733,-37.0171,2599,,0,1688,Pohutukawa,
174.79301,-36.806434,1204,,0,1444,"Puriri (2), Norfolk Island Pine, Totara, English oak",
174.752103,-37.138562,2600,,0,2157,Oak Trees,
174.738483,-36.811476,1205,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.805517,-36.901338,1206,,0,427,Red Flowering Gum,
174.732861,-36.870659,2601,,0,183,Puriri,
174.79766,-36.890752,1207,,0,335,Pohutukawa (3),
174.741722,-36.792139,1208,,0,1101,All native species more than 3.5 metres in height or more than 0.5 metres in circumference mea,
174.737088,-36.813522,2602,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.738042,-36.812952,2603,,0,1358,6 Pohutukawa,
174.783012,-36.916354,1209,,0,532,Kauri,
174.737399,-36.813105,2604,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.744679,-36.816433,1210,,0,1429,4 English Oak,
174.858792,-36.97668,1211,,0,1632,1x Pohutukawa,
174.852309,-36.897001,2605,,0,473,Coral Tree,
174.775127,-36.896693,1212,,0,387,Copper Beech,
174.794698,-36.888579,2606,,0,319,Pohutukawa (2),
174.822957,-36.860332,1213,,0,701,Norfolk Island Pine,
174.775308,-36.858901,2607,,0,143,"Radiata Pine (3), Californian Big Tree, Norfolk Island Pine, American or White Elm
",
174.742662,-36.852449,1214,,0,85,Puriri,
175.036777,-36.99799,2608,,0,1591,3x Pin Oak,
174.93501,-37.055887,2609,,0,2255,Italian Cypress,
174.782616,-36.922552,1215,,0,606,Pohutukawa,
174.812584,-36.897091,2610,,0,448,English Oak,
174.772335,-36.827973,1216,,0,1378,Norfolk Island Pine,
174.747655,-36.822338,2611,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.761754,-36.785916,1217,,0,1213,Fijian Hoop Pine,
174.783802,-36.827173,2612,,0,1073,Pohutukawa,
174.765364,-36.768105,1218,,0,1175,Pohutukawa,
174.605667,-37.049467,2613,,0,2153,Eucalyptus Tree,
174.864574,-36.846191,1219,,0,92,Washington Palm,
174.899035,-37.017733,1220,,0,1611,Group of Native Trees,
174.773341,-36.869945,2614,,0,208,Totara,
174.646335,-36.878274,1221,,0,2134,Pohutukawa,
174.773575,-36.869998,2615,,0,207,Totara,
174.775326,-36.902934,1222,,0,373,Magnolia,
174.899717,-37.018434,1223,,0,1605,A Group of Totara Trees and a group of Native Trees,
174.778618,-36.62261,2616,,0,2555,Native,
174.864305,-36.903691,1224,,0,485,"Plane Tree, Moreton Bay Fig",
174.70699,-36.878587,2617,,0,173,"Titoki, Brazilian Coral (3), Jacaranda, Maidenhair Tree
",
174.76025,-36.889645,1225,,0,283,"Pohutukawa (4), Kermadec Island, Pohutukawa (2)
",
174.764836,-36.892249,1226,,0,942,Rimu,
174.781226,-36.793848,2618,,0,1153,4 Pohutukawa,
174.784138,-36.887215,1227,,0,310,Pohutukawa,
174.788412,-36.889567,1228,,0,332,English Oak,
174.774053,-36.874119,2619,,0,1002,"Puriri (4); Totara, Swamp Cypress",
174.78819,-36.889381,1229,,0,330,"Dawn Redwood, Himalayan Cedar",
174.774484,-36.874101,2620,,0,998,"Camellia; Phoenix palm; Puriri; Coprosma; Rewarewa; Karaka; Creepers sp.; Banana Palm; Avocado",
174.744046,-36.791429,1230,,0,1101,All native species more than 3.5 metres in height or more than 0.5 metres in circumference mea,
174.537112,-36.771376,1231,,0,2603,Silver dollar gum,
174.743583,-36.853656,2621,,0,120,Illawara Pine,
174.902343,-37.017054,1232,,0,1620,Totara,
174.780628,-36.912755,2622,,0,529,Pohutukawa (3),
174.769967,-36.775029,1233,,0,1195,Norfolk Island Pine,
174.767508,-36.860275,1234,,0,140,Pohutukawa (2),
174.935484,-37.057089,2623,,0,2228,"Magnolia (1), Totara (1)",
174.757794,-36.872524,2624,,0,951,Totara (3),
174.761235,-36.850264,1235,,0,10,Pohutukawa,
174.708692,-36.545042,2625,,0,2471,Pohutukawa,
174.792928,-36.923691,1236,,0,624,Puriri,
174.774661,-36.784987,2626,,0,1397,13 Pohutukawa,
174.769904,-36.78684,1237,,0,1410,"Puriri , pohutukawa",
174.765154,-36.775295,1238,,0,1386,Karaka (grove),
174.774574,-36.784641,2627,,0,1397,13 Pohutukawa,
174.776995,-36.900824,1239,,0,398,Totara,
174.761618,-36.633053,2628,,0,2312,Phoenix Palm,
174.805327,-36.871541,1240,,0,792,Puriri,
174.775997,-36.779739,1241,,0,1237,2 English Oak,
174.788212,-36.922387,2629,,0,618,English Oak (2),
174.779788,-36.886929,1242,,0,295,"Norfolk Island Pine, Moreton Bay Fig, Pohutukawa",
174.788116,-36.921589,2630,,0,617,"English Oak
Sweet Chestnut
",
174.846749,-36.945676,1243,,0,655,Pohutukawa (2),
174.902224,-37.009728,1244,,0,1647,1x Totara,
174.792231,-36.90718,2631,,0,567,Pohutukawa,
174.661714,-36.397061,1245,,0,2388,Mixed,
174.798616,-36.830411,2632,,0,1066,Pohutukawa,
174.786471,-36.918686,1246,,0,540,Puriri,
174.773677,-36.920827,2633,,0,608,"Norfolk Island Pine (2), Moreton Bay Fig, 
Phoenix Palm, Pohutukawa (3)",
174.854174,-36.980349,1247,,0,1510,"Norfolk Island Hibiscus, Puriri",
174.942856,-37.076189,1248,,0,2217,"Native group containing Kahikatea, Rimu, Miro, Titoki, Kauri and Totara",
174.85993,-36.908246,2634,,0,1677,Pohutukawa,
174.522661,-36.287156,1249,,0,2364,Swamp Cypress,
174.952741,-36.913455,2635,,0,1486,1x Oak and 1x Norfolk Island Pine,
174.562365,-36.917943,1250,,0,1879,Kauri grove,
174.886443,-37.204357,2636,,0,2181,"Red Oak, English Oak, Maidenhair Tree, Pohutukawa",
174.709981,-36.810077,1251,,0,1435,2 Phoenix Palm,
174.674028,-36.878612,2637,,0,672,Norfolk Island Pine,
174.695632,-36.892824,1252,,0,731,Poplar,
174.447919,-36.680946,2638,,0,2333,"Norfolk Pine
Japanese Cedar, Sugi
Southern Magnolia",
174.851118,-36.859092,1253,,0,710,Kahikatea,
174.752021,-37.246296,2639,,0,2167,Golden Totara,
174.728116,-36.850221,2640,,0,695,Pohutukawa,
174.732726,-36.815596,1254,,0,1132,"London Plane, Horizontal Elm, Cedar of Lebanon,Camphor Laurel, Swamp Cypress , English Oak",
174.841916,-36.894418,2641,,0,468,Puriri,
174.750054,-36.874344,1255,,0,973,Puriri,
174.796732,-36.82319,2642,,0,1244,Pohutukawa,
174.795636,-36.906802,1256,,0,797,"Pohutukawa
Kauri
Rimu",
174.730477,-36.480021,2643,,0,2624,Norfolk Pine,
174.845463,-36.949876,1257,,0,665,Pohutukawa,
174.689035,-36.606103,2644,,0,2520,pohutukawa,
174.467373,-36.27928,1258,,0,2626,Oaks,
174.773246,-36.901426,1259,,0,396,Totara,
174.943807,-37.063244,2645,,0,2222,Totara,
174.522275,-36.288468,1260,,0,2362,Oak,
174.89614,-36.882281,2646,,0,1633,1x Pohutukawa,
174.743188,-36.843062,2647,,0,68,"English Oak, Phoenix Palm (7)",
174.81027,-36.896068,2648,,0,431,Pohutukawa,
174.942954,-37.075692,1261,,0,2217,"Native group containing Kahikatea, Rimu, Miro, Titoki, Kauri and Totara",
175.006637,-36.893863,2649,,0,1558,"Kahikatea, Tanekaha, Group of Natives: Tanekaha (4) with understory of Tree Ferns",
174.734305,-36.642797,1262,,0,2557,Pohutukawa,
174.799723,-36.812604,2650,,0,1266,2 Norfolk Island Pine,
174.941872,-37.07885,1263,,0,2214,Pohutukawa,
174.772668,-36.86996,2651,,0,221,Pohutukawa,
174.731043,-36.801591,1264,,0,1301,English Oak,
174.884536,-37.199922,2652,,0,2180,Red Oak,
174.714047,-36.612362,1265,,0,2527,Pohutukawa,
174.430251,-36.662021,2653,,0,2575,portland,
174.789386,-36.915231,1266,,0,680, Common Oak,
174.751415,-37.238977,2654,,0,2161,"Oak Tree, Puriri (13), Rimu (1), Taraire (10), Totara (8)",
174.761967,-36.907527,2655,,0,830,Puriri,
174.6927,-36.581186,1267,,0,2495,Pohutukawa,
174.791527,-36.914766,2656,,0,550,"Pohutukawa,",
174.943001,-37.075876,1268,,0,2217,"Native group containing Kahikatea, Rimu, Miro, Titoki, Kauri and Totara",
174.832162,-36.908569,2657,,0,588,Pohutukawa,
174.943866,-37.073144,1269,,0,2236,Rimu,
174.69209,-36.906936,2658,,0,1806,Phoenix palm,
174.70007,-36.898205,1270,,0,352,Port Jackson Fig,
174.501026,-36.626233,2659,,0,2340,"English Oak, Common Oak",
174.77342,-36.88421,1271,,0,757,Nikau,
174.666386,-36.402925,2660,,0,2418,"Pohutukawa,oak,liquidambar, totara, Pear, Rimu, Cabbage, Kauri",
174.761657,-36.912878,2661,,0,496,Norfolk Island Pine,
174.664797,-36.400635,1272,,0,2446,Japanese Cedar,
174.705304,-36.604262,2662,,0,2522,Pohutukawa,
174.475463,-36.957327,1273,,0,2123,Pohutukawa,
174.762128,-36.907225,2663,,0,867,"Holm Oak; Karaka",
174.762405,-36.907117,2664,,0,935,Puriri,
174.778837,-36.921552,1274,,0,605,Pohutukawa,
174.630977,-36.908287,2665,,0,1850,English Oak,
174.743076,-36.840968,1275,,0,869,Puriri (2),
174.693184,-36.578948,2666,,0,2607,Pohutukawa,
174.68164,-36.915359,1276,,0,1804,Puriri,
174.949548,-37.066778,2667,,0,2231,Kauri,
174.860888,-36.978779,1277,,0,1697,Totara and Puriri,
174.653969,-36.395638,2668,,0,2451,Pohutukawa,
174.745091,-36.85637,2669,,0,127,Phoenix Palm,
174.786379,-36.90681,1278,,0,551,Rimu,
174.765847,-36.914055,2670,,0,498,"Camphor Laurel
Turkey Oak (2)
",
174.943137,-36.912966,1279,,0,1630,1x Oriental Plane,
174.755224,-36.779178,1280,,0,1365,Cork Oak,
174.685342,-36.610915,2671,,0,2514,Totara,
174.779312,-36.792205,1281,,0,1440,3 Pohutukawa,
174.809116,-36.916793,2672,,0,572,"Puriri (3), Pohutukawa, Cedar, Moreton Bay Fig",
174.789428,-36.907799,1282,,0,546,Pohutukawa,
174.744258,-36.81684,2673,,0,1093,1 3 English Oak,
174.759231,-36.641047,1283,,0,2315,"Macrocarpa, Monterey Cypress",
174.725849,-36.632119,2674,,0,2558,Pohutukawa,
174.922109,-36.97309,1284,,0,1781,Stand of Native Trees,
174.590168,-36.759276,2675,,0,2597,Oak,
174.66914,-36.617759,1285,,0,2542,Various,
174.764331,-36.858891,2676,,0,27,"English Oak, Keyaki, Norfolk Island Pine, Purir",
174.769377,-36.897098,1286,,0,375,"Kauri, Ginkgo",
174.779522,-36.857473,2677,,0,686,Coast Redwood,
174.806462,-36.815091,2678,,0,1423,Moreton Bay Fig,
174.806989,-36.89504,1287,,0,438,Magnolia,
174.774312,-36.900513,2679,,0,826,Kauri,
174.742041,-36.842854,2680,,0,83,Norfolk Island Pine,
174.715685,-36.889661,1288,,0,917,Norfolk Island Pine,
174.783871,-36.818014,2681,,0,1251,Totara,
174.703521,-36.810091,1289,,0,1328,"Kauri, kahikatea",
174.757577,-36.885376,2682,,0,279,Puriri,
174.731284,-36.859956,1290,,0,119,Pohutukawa,
174.663939,-36.922172,2683,,0,1827,Kahikatea Grove,
174.695052,-36.584551,1291,,0,2502,Pohutukawa,
174.73554,-36.817941,1292,,0,1228,2 Pohutukawa,
174.838051,-36.951733,2684,,0,661,Phoenix Palm,
174.846091,-36.89434,1293,,0,474,Pohutukawa (2),
174.735274,-36.843967,2685,,0,888,Rimu,
174.584363,-36.923817,1294,,0,1858,Kauri,
174.936564,-36.887018,2686,,0,1628,1x Pohutukawa and 1x Norfolk Island Pine,
174.743391,-36.814626,1295,,0,1347,1 English Oak,
174.844477,-36.992519,2687,,0,1526,1x Flowering Gum,
174.835908,-36.848942,1296,,0,696,Pohutukawa,
174.932547,-36.89324,2688,,0,1556,1x Oak,
174.695831,-36.585112,1297,,0,2613,Pohutukawa,
174.798908,-36.895438,2689,,0,441,Pohutukawa,
174.76804,-36.89317,1298,,0,941,Puriri,
174.887887,-36.99915,2690,,0,1476,1x Rata,
174.769633,-36.899226,1299,,0,374,Rimu,
174.671663,-36.413948,2691,,0,2386,Oak,
174.742603,-36.432192,1300,,0,2467,Pohutukawa,
174.747535,-36.822222,2692,,0,1090,"All pohutukawa trees on the defined land which have a height of more than 3.5 metres, or a tru",
174.779701,-36.897073,1301,,0,385,Phoenix Palm (2),
174.776393,-36.79365,2693,,0,1339,Coral Tree,
174.654608,-36.395652,1302,,0,2414,"Kauri
Amendment 149 (not operative)",
174.809923,-36.88208,2694,,0,794,"Pohutukawa (3), English Oak",
174.841941,-36.901052,1303,,0,475,"Pohutukawa, Totara, Linden",
174.736055,-36.812854,2695,,0,1122,All trees on the defined land with a height of more than 3.5 metres or a trunk circumference o,
174.76746,-36.77609,1304,,0,1386,Karaka (grove),
174.789088,-36.91186,2696,,0,562,"Pohutukawa
Kauri
",
175.03673,-36.992969,1305,,0,1578,1x English Oak,
175.036046,-36.99442,1306,,0,1581,Elm (2),
174.749288,-36.887979,2697,,0,263,Phoenix Palm,
174.902051,-37.011295,1307,,0,1741,Stand of Totara Trees,
174.765742,-36.775367,1308,,0,1386,Karaka (grove),
174.670918,-36.923622,2698,,0,2145,Pin Oak,
174.780537,-36.863008,2699,,0,145,Pohutukawa,
174.768091,-36.863736,1309,,0,801,Pohutukawa,
174.437309,-36.657145,2700,,0,2332,Phoenix Palm,
174.693907,-36.582003,1310,,0,2503,Norfolk Pine,
174.789866,-36.912288,2701,,0,548,Aloe Bainesii,
174.718657,-36.887635,1311,,0,853,Totara,
174.743726,-36.842852,2702,,0,74,"Rimu
Puriri
",
174.761193,-36.875534,1312,,0,193,"Norfolk Island Pine, Tree Of Heaven (2), Holm Oak
",
174.720598,-36.882839,2703,,0,915,Pohutukawa (4),
174.72035,-36.883106,2704,,0,916,Rimu,
174.451346,-36.67535,1313,,0,2338,"Southern Magnolia
Tulip Tree
Italian Cypress, Pencil Pine
Photinia
Liquidambar
Cedar, Deodar C",
174.953043,-37.060033,2705,,0,2229,Gingko,
174.775263,-36.784442,1314,,0,1397,13 Pohutukawa,
174.763882,-37.195264,2706,,0,2163,Oak Trees,
174.726379,-36.813487,1315,,0,1337,2 Canary Island Date Palm,
174.748741,-36.804295,2707,,0,1353,8  5 Pohutukawa,
174.870198,-36.977628,1316,,0,1529,1x Phoenix Palm,
174.557132,-36.776122,2708,,0,2324,Pin Oak,
174.765396,-36.880251,1317,,0,288,Irish Yew,
174.758458,-36.886562,2709,,0,1013,Pohutukawa,
174.726272,-36.816102,1318,,0,1177,"Kauri (18), Eucalyptus",
174.788091,-36.889783,2710,,0,331,Totara,
174.870171,-36.911122,1319,,0,1493,1x Phoenix Palm,
174.778889,-36.894856,2711,,0,390,"Pohutukawa, Pepper Tree, Holm Oak, Pohutukawa
",
174.763766,-36.846035,1320,,0,23,Peppermint Gum,
174.73713,-36.811113,2712,,0,1123,Magnolia,
174.770831,-36.913977,1321,,0,679,Himalayan Cedar,
174.767621,-36.850714,2713,,0,16,"English Elm, California Fan Palm, NZ Kauri, Deciduous Fig, Saw Tooth Oak, Common Oak",
174.69985,-36.600572,1322,,0,2306,Mexican Fan Palm,
174.767998,-36.848739,2714,,0,4, English Oak,
174.723687,-36.779804,1323,,0,1074,Norfolk Island Pine,
174.749273,-36.822445,2715,,0,1290,Lombardy Poplar,
174.749748,-36.822397,2716,,0,1288,"All pohutukawa trees and other native species which are more than 3.5 metres in height, or hav",
174.900692,-37.009883,1324,,0,1725,Group of Native Trees,
174.87691,-36.850909,2717,,0,172,Pohutukawa,
174.722334,-36.890061,1325,,0,922,Kahikatea,
